cord_uid,display_name,title,license,publish_time,journal,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field,issn,journal_display_name,journal_publisher,journal_relevance_score,journal_cited_count,main_research_field
5hwqdnx1,Roseanne English,Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,no-cc,2009-04-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
5hwqdnx1,Steven Bloom,Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,no-cc,2009-04-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
5hwqdnx1,Kenneth Cox,Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,no-cc,2009-04-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
pebc17zw,Evgeny Zdobnov,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,no-cc,2009-05-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
5apikyi7,Dominique Bicout,Bird Migration Routes and Risk for Pathogen Dispersion into Western Mediterranean Wetlands,no-cc,2007-03-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
34sy55hi,Nelson Lee,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
oi9j5o0n,Trevor Petney,"European Hedgehogs as Hosts for Borrelia spp., Germany",no-cc,2007-06-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
oi9j5o0n,Thomas Bücher,"European Hedgehogs as Hosts for Borrelia spp., Germany",no-cc,2007-06-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
fmgnavfq,Kaisa Kemppainen,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland",no-cc,2009-09-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
ge5iri3v,Guénaël Rodier,Global Public Health Security,no-cc,2007-10-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
34sy55hi,Chun Kwok Wong,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,,,,,,,,,,,,,,,,,
3tt99oax,Gérard Socié,Polyomaviruses KI and WU in Immunocompromised Patients with Respiratory Disease,no-cc,2009-01-16,Emerg Infect Dis,8034.8286,1225,27386,Inserm,Medicine,Inserm,156690.05,FR,government,13273712,Medicine,,,,,,
qww6pe61,Susan Egerter,Pandemic Influenza Planning in the United States from a Health Disparities Perspective,no-cc,2008-05-16,Emerg Infect Dis,3986.3826,65,6923,"University of California, San Francisco",Medicine,,,,,,,,,,,,
qww6pe61,Paula Braveman,Pandemic Influenza Planning in the United States from a Health Disparities Perspective,no-cc,2008-05-16,Emerg Infect Dis,5740.7446,166,14748,"University of California, San Francisco",Medicine,,,,,,,,,,,,
3tt99oax,Catherine Scieux,Polyomaviruses KI and WU in Immunocompromised Patients with Respiratory Disease,no-cc,2009-01-16,Emerg Infect Dis,2416.5115,83,2451,Délégation Paris 7,Medicine,,,,,,,,,,,,
34sy55hi,Paul KS Chan,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,6629.016,707,25058,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162667.58,CN,education,7076123,Biology,,,,,,
34sy55hi,Edward HC Wong,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,581.8575,14,172,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162667.58,CN,education,7076123,Biology,,,,,,
34sy55hi,Clive S Cockram,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,4624.0737,215,8834,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162667.58,CN,education,7076123,Biology,,,,,,
dh9n3j23,Gregory C Gray,"The Trojan Chicken Study, Minnesota",no-cc,2006-05-16,Emerg Infect Dis,3311.8577,360,8174,The University of Texas Medical Branch at Galveston,Medicine,The University of Texas Medical Branch at Galveston,156197.47,US,education,3827135,Medicine,,,,,,
h3yxymh3,Rita R Colwell,Using Satellite Images of Environmental Changes to Predict Infectious Disease Outbreaks,no-cc,2009-09-16,Emerg Infect Dis,7451.5723,898,30548,"University of Maryland, College Park",Biology,,,,,,,,,,,,
dh9n3j23,Sandra R Olson,"The Trojan Chicken Study, Minnesota",no-cc,2006-05-16,Emerg Infect Dis,252.79129,2,46,University of Wisconsin–Madison,Medicine,,,,,,,,,,,,
fmgnavfq,Maria Söderlund-Venermo,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland",no-cc,2009-09-16,Emerg Infect Dis,3252.6724,173,3024,University of Helsinki,Biology,University of Helsinki,129089.42,FI,education,10115959,Biology,,,,,,
fmgnavfq,Anne Lahtinen,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland",no-cc,2009-09-16,Emerg Infect Dis,797.3293,14,374,University of Helsinki,Medicine,University of Helsinki,129089.42,FI,education,10115959,Biology,,,,,,
fmgnavfq,Lea Hedman,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland",no-cc,2009-09-16,Emerg Infect Dis,1665.1327,56,1318,University of Helsinki,Medicine,University of Helsinki,129089.42,FI,education,10115959,Biology,,,,,,
fmgnavfq,Klaus Hedman,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland",no-cc,2009-09-16,Emerg Infect Dis,3401.188,258,6437,University of Helsinki,Biology,University of Helsinki,129089.42,FI,education,10115959,Biology,,,,,,
av0wlbua,Gustavo Palacios,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,4237.6353,315,12710,United States Army Medical Research Institute of Infectious Diseases,Biology,United States Army Medical Research Institute of Infectious Diseases,61439.69,US,facility,598376,Biology,,,,,,
34sy55hi,Frederick G Hayden,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,6708.2075,356,26936,University of Virginia,Medicine,University of Virginia,105293.13,US,education,9908595,Biology,,,,,,
50wqhp04,Ana Lisa do Vale Gomes,International Course on Emerging Viruses in the Amazon Region,no-cc,2009-04-16,Emerg Infect Dis,925.7535,11,278,Oswaldo Cruz Foundation,Medicine,Oswaldo Cruz Foundation,97431.8,BR,facility,1930633,Medicine,,,,,,
av0wlbua,Sophie Köndgen,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,1190.0714,15,586,Robert Koch Institute,Biology,Robert Koch Institute,54942.85,DE,government,787782,Medicine,,,,,,
av0wlbua,Heinz Ellerbrok,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3188.8179,97,3921,Robert Koch Institute,Biology,Robert Koch Institute,54942.85,DE,government,787782,Medicine,,,,,,
av0wlbua,Brunhilde Schweiger,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3572.2893,145,4459,Robert Koch Institute,Medicine,Robert Koch Institute,54942.85,DE,government,787782,Medicine,,,,,,
av0wlbua,Brunhilde Schweiger,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3572.2893,145,4459,Robert Koch Institute,Medicine,Robert Koch Institute,54942.85,DE,government,787782,Medicine,,,,,,
av0wlbua,Fabian H Leendertz,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3558.507,227,4963,Robert Koch Institute,Biology,Robert Koch Institute,54942.85,DE,government,787782,Medicine,,,,,,
4psg0z3n,Sowath Ly,"Interaction Between Humans and Poultry, Rural Cambodia",no-cc,2007-01-16,Emerg Infect Dis,2340.7866,76,1716,Ministry of Health,Medicine,Ministry of Health,16309.973,TR,government,242914,Medicine,,,,,,
qww6pe61,Arthur Reingold,Pandemic Influenza Planning in the United States from a Health Disparities Perspective,no-cc,2008-05-16,Emerg Infect Dis,7255.193,354,27068,"University of California, Berkeley",Medicine,,,,,,,,,,,,
t7004uw2,Erwin Duizer,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,no-cc,2009-01-16,Emerg Infect Dis,3602.9402,89,4791,National Institute for Public Health and the Environment,Biology,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
t7004uw2,Jacco Wallinga,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,no-cc,2009-01-16,Emerg Infect Dis,5756.8374,214,10271,National Institute for Public Health and the Environment,Medicine,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
sswimukk,Christopher P Conlon,Resource Allocation during an Influenza Pandemic,no-cc,2008-03-16,Emerg Infect Dis,3461.6855,125,7248,University of Oxford,Medicine,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
h3yxymh3,David J Rogers,Using Satellite Images of Environmental Changes to Predict Infectious Disease Outbreaks,no-cc,2009-09-16,Emerg Infect Dis,3055.4736,174,9444,University of Oxford,Biology,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
8d4f4gmw,Niels G Becker,Effects of Internal Border Control on Spread of Pandemic Influenza,no-cc,2007-07-16,Emerg Infect Dis,2102.9985,89,2757,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
8d4f4gmw,Niels G Becker,Effects of Internal Border Control on Spread of Pandemic Influenza,no-cc,2007-07-16,Emerg Infect Dis,2102.9985,89,2757,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
av0wlbua,Edward C Holmes,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,8689.155,900,57597,University of Sydney,Biology,University of Sydney,117240.63,AU,education,10087795,Biology,,,,,,
av0wlbua,Edward C Holmes,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,6916.075,900,57597,University of Sydney,Biology,University of Sydney,117240.63,AU,education,10087795,Biology,,,,,,
av0wlbua,Richard G Jarman,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2957.562,201,5425,Walter Reed Army Institute of Research,Biology,Walter Reed Army Institute of Research,87604.266,US,government,1358358,Medicine,,,,,,
ge5iri3v,David L Heymann,Global Public Health Security,no-cc,2007-10-16,Emerg Infect Dis,4504.018,274,14040,London School of Hygiene & Tropical Medicine,Medicine,,,,,,,,,,,,
pebc17zw,John-David Aubert,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,no-cc,2009-05-16,Emerg Infect Dis,2027.8539,183,2835,University of Lausanne,Medicine,University of Lausanne,84082.695,CH,education,4229556,Biology,,,,,,
e0ou9zjb,Dean D Erdman,Screening Pneumonia Patients for Mimivirus,no-cc,2008-03-16,Emerg Infect Dis,5888.161,216,17320,Centers for Disease Control and Prevention,Medicine,Centers for Disease Control and Prevention,142231.95,US,government,3755964,Medicine,,,,,,
5hwqdnx1,Jerome I Tokars,Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,no-cc,2009-04-16,Emerg Infect Dis,3906.077,114,5725,Centers for Disease Control and Prevention,Medicine,Centers for Disease Control and Prevention,142231.95,US,government,3755964,Medicine,,,,,,
5apikyi7,Elsa Jourdain,Bird Migration Routes and Risk for Pathogen Dispersion into Western Mediterranean Wetlands,no-cc,2007-03-16,Emerg Infect Dis,1489.0857,50,1101,Unité,Biology,,,,,,,,,,,,
e0ou9zjb,Malinee Chittaganpitch,Screening Pneumonia Patients for Mimivirus,no-cc,2008-03-16,Emerg Infect Dis,4726.9995,78,5449,Ministry of Public Health,Medicine,Ministry of Public Health,17683.709,TH,government,165785,Medicine,,,,,,
av0wlbua,Kristian Schønning,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2319.1416,97,1975,Copenhagen University Hospital,Biology,Copenhagen University Hospital,54283.613,DK,healthcare,1623393,Medicine,,,,,,
fmgnavfq,Tuomas Jartti,"Clinical Assessment and Improved Diagnosis of Bocavirus-induced Wheezing in Children, Finland",no-cc,2009-09-16,Emerg Infect Dis,4157.776,192,5578,University of Oulu,Medicine,University of Oulu,70944.375,FI,education,2657518,Biology,,,,,,
t7004uw2,Peter Teunis,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,no-cc,2009-01-16,Emerg Infect Dis,3453.874,152,6912,Emory University,Medicine,Emory University,142206.28,US,education,12236798,Medicine,,,,,,
t7004uw2,Peter Teunis,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,no-cc,2009-01-16,Emerg Infect Dis,3453.874,152,6912,Emory University,Medicine,Emory University,142206.28,US,education,12236798,Medicine,,,,,,
ge5iri3v,James M Hughes,Global Public Health Security,no-cc,2007-10-16,Emerg Infect Dis,4470.0415,190,19626,Emory University,Medicine,Emory University,142206.28,US,education,12236798,Medicine,,,,,,
av0wlbua,A Mette Hoegh,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,948.9474,3,357,University of Copenhagen,Genetics,University of Copenhagen,120146.88,DK,education,9170339,Biology,,,,,,
uj7lyawj,Jean Longtin,Human Bocavirus Infections in Hospitalized Children and Adults,no-cc,2008-02-16,Emerg Infect Dis,1473.6852,56,1258,Université Laval,Biology,,,,,,,,,,,,
uj7lyawj,Martine Bastien,Human Bocavirus Infections in Hospitalized Children and Adults,no-cc,2008-02-16,Emerg Infect Dis,1103.9321,7,685,Université Laval,Biology,,,,,,,,,,,,
uj7lyawj,Rodica Gilca,Human Bocavirus Infections in Hospitalized Children and Adults,no-cc,2008-02-16,Emerg Infect Dis,2665.28,49,2357,Université Laval,Medicine,,,,,,,,,,,,
uj7lyawj,Michel G Bergeron,Human Bocavirus Infections in Hospitalized Children and Adults,no-cc,2008-02-16,Emerg Infect Dis,4235.9463,339,11157,Université Laval,Biology,,,,,,,,,,,,
uj7lyawj,Guy Boivin,Human Bocavirus Infections in Hospitalized Children and Adults,no-cc,2008-02-16,Emerg Infect Dis,4450.7305,372,11345,Université Laval,Biology,,,,,,,,,,,,
av0wlbua,Thomas Briese,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,4359.6943,216,11762,Columbia University,Biology,Columbia University,159314.06,US,education,22402263,Biology,,,,,,
av0wlbua,Joseph Villari,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,670.8154,3,267,Columbia University,Psychology,Columbia University,159314.06,US,education,22402263,Biology,,,,,,
av0wlbua,Neil Renwick,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2215.904,59,2626,Queen's University,Biology,,,,,,,,,,,,
av0wlbua,Inmaculada Casas,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2789.1697,193,4404,Instituto de Salud Carlos III,Medicine,Instituto de Salud Carlos III,108432.79,ES,nonprofit,1682927,Medicine,,,,,,
e0ou9zjb,Ryan K Dare,Screening Pneumonia Patients for Mimivirus,no-cc,2008-03-16,Emerg Infect Dis,1412.6038,35,1071,University of Arkansas for Medical Sciences,Medicine,University of Arkansas for Medical Sciences,77619.95,US,education,2321229,Medicine,,,,,,
sswimukk,Karthikeyan Paranthaman,Resource Allocation during an Influenza Pandemic,no-cc,2008-03-16,Emerg Infect Dis,469.4398,7,84,Public Health England,Medicine,Public Health England,43173.883,GB,government,756657,Medicine,,,,,,
g9f6bdlp,Florian Neske,"WU Polyomavirus Infection in Children, Germany",no-cc,2008-04-16,Emerg Infect Dis,1058.318,9,459,University of Würzburg,Genetics,,,,,,,,,,,,
g9f6bdlp,Anika Pröttel,"WU Polyomavirus Infection in Children, Germany",no-cc,2008-04-16,Emerg Infect Dis,367.93692,2,38,University of Würzburg,Psychology,,,,,,,,,,,,
g9f6bdlp,Benedikt Weissbrich,"WU Polyomavirus Infection in Children, Germany",no-cc,2008-04-16,Emerg Infect Dis,2735.2502,70,2561,University of Würzburg,Biology,,,,,,,,,,,,
g9f6bdlp,Kerstin Blessing,"WU Polyomavirus Infection in Children, Germany",no-cc,2008-04-16,Emerg Infect Dis,772.65814,5,306,University Hospital Würzburg,Psychology,,,,,,,,,,,,
g9f6bdlp,Hans Wolfgang Kreth,"WU Polyomavirus Infection in Children, Germany",no-cc,2008-04-16,Emerg Infect Dis,1620.721,44,970,University Hospital Würzburg,Medicine,,,,,,,,,,,,
g9f6bdlp,Franziska Ullrich,"WU Polyomavirus Infection in Children, Germany",no-cc,2008-04-16,Emerg Infect Dis,759.44867,35,308,Institute of Robotics and Intelligent Systems,Computer science,Institute of Robotics and Intelligent Systems,32600.305,CH,,261448,Computer science,,,,,,
pebc17zw,Caroline Tapparel,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,no-cc,2009-05-16,Emerg Infect Dis,2781.9832,92,3352,University of Geneva,Biology,University of Geneva,110130.81,CH,education,7501487,Biology,,,,,,
pebc17zw,Sandra Van Belle,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,no-cc,2009-05-16,Emerg Infect Dis,977.4972,9,496,University of Geneva,Genetics,University of Geneva,110130.81,CH,education,7501487,Biology,,,,,,
pebc17zw,Lara Turin,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,no-cc,2009-05-16,Emerg Infect Dis,1153.9116,20,634,University of Geneva,Biology,University of Geneva,110130.81,CH,education,7501487,Biology,,,,,,
pebc17zw,Paola M Soccal,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,no-cc,2009-05-16,Emerg Infect Dis,2344.9187,129,2331,University of Geneva,Medicine,University of Geneva,110130.81,CH,education,7501487,Biology,,,,,,
slxdonqi,Cristiana Gioia,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,1295.762,40,754,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Biology,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Concetta Castilletti,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,3848.0837,205,4578,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Medicine,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Massimo Tempestilli,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,1385.2043,47,692,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Medicine,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Paola Piacentini,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,686.05347,5,251,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Genetics,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Licia Bordi,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,2424.6177,79,1976,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Medicine,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Roberta Chiappini,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,907.9542,21,415,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Medicine,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Chiara Agrati,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,2879.601,192,3394,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Medicine,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Salvatore Squarcione,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,510.1055,1,87,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Immune system,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Vincenzo Puro,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,3260.2874,275,4326,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Medicine,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Fabrizio Poccia,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,2713.274,103,2721,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Biology,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,68333.09,IT,healthcare,237441,Medicine,,,,,,
slxdonqi,Giuseppe Ippolito,Cross-subtype Immunity against Avian Influenza in Persons Recently Vaccinated for Influenza,no-cc,2008-01-16,Emerg Infect Dis,6495.7,810,23378,Ministero della Salute,Medicine,Ministero della Salute,11544.511,IT,government,16938,Medicine,,,,,,
uj7lyawj,Eric Leblanc,Human Bocavirus Infections in Hospitalized Children and Adults,no-cc,2008-02-16,Emerg Infect Dis,2221.9563,279,3707,Centre Oscar Lambret,Medicine,Centre Oscar Lambret,30066.611,FR,healthcare,142118,Medicine,,,,,,
qww6pe61,Philip Blumenshine,Pandemic Influenza Planning in the United States from a Health Disparities Perspective,no-cc,2008-05-16,Emerg Infect Dis,1429.6293,5,858,University of Connecticut,Political science,University of Connecticut,81846.02,US,education,5033800,Biology,,,,,,
qww6pe61,Robin Mockenhaupt,Pandemic Influenza Planning in the United States from a Health Disparities Perspective,no-cc,2008-05-16,Emerg Infect Dis,1412.1208,18,863,Robert Wood Johnson Foundation,Medicine,Robert Wood Johnson Foundation,22292.969,US,nonprofit,86129,Medicine,,,,,,
0wx6yoo8,Louise A Kelly-Hope,Conflict and Emerging Infectious Diseases,no-cc,2008-06-16,Emerg Infect Dis,2212.7622,111,2371,Liverpool School of Tropical Medicine,Medicine,Liverpool School of Tropical Medicine,54717.4,GB,other,649312,Medicine,,,,,,
av0wlbua,Marietjie Venter,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,4049.025,179,5590,University of Pretoria,Medicine,University of Pretoria,56228.797,ZA,education,1375031,Biology,,,,,,
av0wlbua,Sanjaya K Shrestha,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,1595.6348,38,1217,Kathmandu,Medicine,Kathmandu,10363.13,NZ,,64001,Biology,,,,,,
av0wlbua,Edgard Valerie Adjogoua,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,744.86346,2,129,Institut Pasteur de Côte d'Ivoire,Psychology,,,,,,,,,,,,
av0wlbua,Chantal Akoua-Koffi,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2865.832,68,1980,Université Alassane Ouattara,Biology,,,,,,,,,,,,
av0wlbua,David T Williams,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,980.01495,62,1011,Australian Centre for Disease Preparedness,Biology,Australian Centre for Disease Preparedness,31883.295,AU,facility,184931,Biology,,,,,,
av0wlbua,Glenys Chidlow,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,1585.2975,35,722,Pathwest Laboratory Medicine,Medicine,Pathwest Laboratory Medicine,12787.184,AU,healthcare,33511,Medicine,,,,,,
av0wlbua,Gerry Harnett,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,1212.4656,21,623,Pathwest Laboratory Medicine,Medicine,Pathwest Laboratory Medicine,12787.184,AU,healthcare,33511,Medicine,,,,,,
av0wlbua,Cristina Calvo,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,1787.6505,235,2608,Hospital Universitario La Paz,Medicine,Hospital Universitario La Paz,53735.61,ES,healthcare,629749,Medicine,,,,,,
av0wlbua,Vishal Kapoor,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,1833.9276,18,1819,MBIA,Biology,MBIA,23005.709,US,,238778,Biology,,,,,,
av0wlbua,W Ian Lipkin,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,6589.7534,361,22575,MBIA,Medicine,MBIA,23005.709,US,,238778,Biology,,,,,,
av0wlbua,W Ian Lipkin,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,6589.7534,361,22575,MBIA,Medicine,MBIA,23005.709,US,,238778,Biology,,,,,,
av0wlbua,Samuel R Dominguez,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2519.159,190,4598,Children's Hospital Colorado,Medicine,,,,,,,,,,,,
av0wlbua,Kathryn V Holmes,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2432.7874,73,3776,University of Colorado Anschutz Medical Campus,Medicine,University of Colorado Anschutz Medical Campus,109267.89,US,education,2110132,Medicine,,,,,,
av0wlbua,David Smith,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,6952.764,2548,76410,Commonwealth Scientific and Industrial Research Organisation,Biology,Commonwealth Scientific and Industrial Research Organisation,143752.67,AU,government,3527536,Biology,,,,,,
av0wlbua,John S Mackenzie,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3276.5505,435,9496,Curtin University,Biology,Curtin University,68108.76,AU,education,2279971,Biology,,,,,,
av0wlbua,Mandeep S Chadha,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3744.1091,129,5945,National Institute of Virology,Medicine,National Institute of Virology,13884.557,IN,facility,90669,Biology,,,,,,
av0wlbua,Mandeep S Chadha,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,3744.1091,129,5945,National Institute of Virology,Medicine,National Institute of Virology,13884.557,IN,facility,90669,Biology,,,,,,
av0wlbua,AC Mishra,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,238.97932,1,39,National Institute of Virology,Immune system,National Institute of Virology,13884.557,IN,facility,90669,Biology,,,,,,
av0wlbua,Robert V Gibbons,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,2801.2615,139,5589,Armed Forces Research Institute of Medical Science,Medicine,Armed Forces Research Institute of Medical Science,28319.545,TH,nonprofit,194269,Biology,,,,,,
5hwqdnx1,Julie A Pavlin,Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,no-cc,2009-04-16,Emerg Infect Dis,1367.7694,9,984,Armed Forces Research Institute of Medical Science,Medicine,Armed Forces Research Institute of Medical Science,28319.545,TH,nonprofit,194269,Biology,,,,,,
