cord_uid,display_name,title,license,publish_time,journal,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field
rnvh9ut8,Rita Tory,Discovery and Development of Toll-Like Receptor 4 (TLR4) Antagonists: A New Paradigm for Treating Sepsis and Other Diseases,no-cc,2008-05-21,Pharm Res,618.4133,4,195,University of British Columbia,Biochemistry,University of British Columbia,202035.0,CA,education,16945472,Biology
rnvh9ut8,Jessica Jia,Discovery and Development of Toll-Like Receptor 4 (TLR4) Antagonists: A New Paradigm for Treating Sepsis and Other Diseases,no-cc,2008-05-21,Pharm Res,500.38168,4,263,University of British Columbia,Genetics,University of British Columbia,202035.0,CA,education,16945472,Biology
lrtt9r1h,Yahong Wang,Ubiquitination Is Required for Effective Replication of Coxsackievirus B3,cc-by,2008-07-09,PLoS One,788.1717,26,496,Guangdong Medical College,Genetics,Guangdong Medical College,19231.63,CN,education,186287,Medicine
lrtt9r1h,Jingchun Zhang,Ubiquitination Is Required for Effective Replication of Coxsackievirus B3,cc-by,2008-07-09,PLoS One,2029.2277,8,2976,Shanghai University,Chemical engineering,Shanghai University,41389.094,CN,education,1861462,Physics
ni6iyzdn,Le-Le Hu,Predicting Drug-Target Interaction Networks Based on Functional Groups and Biological Features,cc-by,2010-03-11,PLoS One,1535.8291,36,1072,Shanghai University,Biology,Shanghai University,41389.094,CN,education,1861462,Physics
0mn1gbll,Le-Le Hu,Predicting Biological Functions of Compounds Based on Chemical-Chemical Interactions,cc-by,2011-12-29,PLoS One,1535.8291,36,1072,Shanghai University,Biology,Shanghai University,41389.094,CN,education,1861462,Physics
ni6iyzdn,Yu-Dong Cai,Predicting Drug-Target Interaction Networks Based on Functional Groups and Biological Features,cc-by,2010-03-11,PLoS One,2643.9363,372,5833,Shanghai University,Biology,Shanghai University,41389.094,CN,education,1861462,Physics
0mn1gbll,Yu-Dong Cai,Predicting Biological Functions of Compounds Based on Chemical-Chemical Interactions,cc-by,2011-12-29,PLoS One,2643.9363,372,5833,Shanghai University,Biology,Shanghai University,41389.094,CN,education,1861462,Physics
umvrwgaw,Peter Teunis,Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population,cc-by,2008-07-09,PLoS One,3453.3481,152,6912,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
umvrwgaw,Peter Teunis,Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population,cc-by,2008-07-09,PLoS One,3453.3481,152,6912,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
t7004uw2,Peter Teunis,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,no-cc,2009-01-16,Emerg Infect Dis,3453.3481,152,6912,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
t7004uw2,Peter Teunis,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak,no-cc,2009-01-16,Emerg Infect Dis,3453.3481,152,6912,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
dg10rf2f,Richard E Haaland,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,875.1942,2,457,Emory University,Genetics,Emory University,146666.86,US,education,12235773,Medicine
dg10rf2f,Cynthia A Derdeyn,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,3048.9998,95,4274,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
094d0rn6,Mehul S Suthar,IPS-1 Is Essential for the Control of West Nile Virus Infection and Immunity,cc-by,2010-02-05,PLoS Pathog,4856.5146,172,9341,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
ge5iri3v,James M Hughes,Global Public Health Security,no-cc,2007-10-16,Emerg Infect Dis,4469.9688,190,19626,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
m4sp9sjn,Jerry L Blackwell,HIV Antigen Incorporation within Adenovirus Hexon Hypervariable 2 for a Novel HIV Vaccine Approach,cc-by,2010-07-27,PLoS One,1415.1743,30,1086,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
9tivuyh5,Jens Wrammert,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,4353.662,100,7332,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
9tivuyh5,Megan McCausland,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,2715.5347,40,3499,Emory University,Genetics,Emory University,146666.86,US,education,12235773,Medicine
9tivuyh5,Ioanna Skountzou,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,3584.7524,57,3828,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
9tivuyh5,Rama Rao Amara,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,3888.6316,153,5784,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
9tivuyh5,Rafi Ahmed,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,8362.387,651,47395,Emory University,Biology,Emory University,146666.86,US,education,12235773,Medicine
rq08bhu9,David W Wright,Multifunctional nanoparticles as simulants for a gravimetric immunoassay,no-cc,2010-11-26,Anal Bioanal Chem,2983.353,222,8505,Emory University,Medicine,Emory University,146666.86,US,education,12235773,Medicine
v22k72tw,Richard W Compans,Antigenic Subversion: A Novel Mechanism of Host Immune Evasion by Ebola Virus,cc-by,2012-12-13,PLoS Pathog,5131.4214,515,18024,Emory University,Biology,Emory University,146666.86,US,education,12235773,Medicine
umvrwgaw,Rob Sabel,Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population,cc-by,2008-07-09,PLoS One,831.65674,1,327,Netherlands Organisation for Applied Scientific Research,Psychology,Netherlands Organisation for Applied Scientific Research,39124.605,NL,nonprofit,292527,Biology
fw6q4qpq,Chorng-Kuang How,Oct-4 Expression Maintained Cancer Stem-Like Properties in Lung Cancer-Derived CD133-Positive Cells,cc-by,2008-07-09,PLoS One,1371.689,73,532,Taipei Veterans General Hospital,Medicine,Taipei Veterans General Hospital,80970.266,TW,healthcare,1451271,Medicine
b8xb1f12,Hinri Kerstens,Early transcriptional response in the jejunum of germ-free piglets after oral infection with virulent rotavirus,no-cc,2008-06-04,Arch Virol,565.02814,4,79,Radboud Institute for Molecular Life Sciences,Epigenetics,Radboud Institute for Molecular Life Sciences,43560.45,NL,facility,339223,Biology
b8xb1f12,Jan van der Meulen,Early transcriptional response in the jejunum of germ-free piglets after oral infection with virulent rotavirus,no-cc,2008-06-04,Arch Virol,5908.8267,454,14465,Royal College of Obstetricians and Gynaecologists,Medicine,Royal College of Obstetricians and Gynaecologists,11963.238,GB,education,24690,Medicine
b8xb1f12,Theo Niewold,Early transcriptional response in the jejunum of germ-free piglets after oral infection with virulent rotavirus,no-cc,2008-06-04,Arch Virol,1784.2902,93,1183,KU Leuven,Biology,KU Leuven,232426.22,BE,education,12044911,Biology
0p8lk12m,Alexandra I Magold,Gene Expression Profiling in Cells with Enhanced γ-Secretase Activity,cc-by,2009-09-18,PLoS One,282.79736,1,29,KU Leuven,Genetics,KU Leuven,232426.22,BE,education,12044911,Biology
ujbclp35,Marsha Taylor,"Gatekeepers of health: A qualitative assessment of child care centre staff's perspectives, practices and challenges to enteric illness prevention and management in child care centres",cc-by,2008-06-13,BMC Public Health,705.30536,22,342,BC Centre for Disease Control,Medicine,BC Centre for Disease Control,25079.588,CA,healthcare,124696,Medicine
ujbclp35,Andrea Ellis,"Gatekeepers of health: A qualitative assessment of child care centre staff's perspectives, practices and challenges to enteric illness prevention and management in child care centres",cc-by,2008-06-13,BMC Public Health,1060.1012,14,1030,Public Health Agency of Canada,Medicine,Public Health Agency of Canada,38043.285,CA,government,454665,Medicine
pr9i9swk,Kaylie N Tran,Nasal Delivery of an Adenovirus-Based Vaccine Bypasses Pre-Existing Immunity to the Vaccine Carrier and Improves the Immune Response in Mice,cc-by,2008-10-29,PLoS One,1013.1591,11,436,Public Health Agency of Canada,Medicine,Public Health Agency of Canada,38043.285,CA,government,454665,Medicine
gbdaad4l,Victoria Ng,"Let the sun shine in: effects of ultraviolet radiation on invasive pneumococcal disease risk in Philadelphia, Pennsylvania",cc-by,2009-12-04,BMC Infect Dis,1014.6418,49,850,Public Health Agency of Canada,Medicine,Public Health Agency of Canada,38043.285,CA,government,454665,Medicine
kamvao4b,Zhen-Su She,Dating the time of viral subtype divergence,cc-by,2008-06-09,BMC Evol Biol,2686.3347,177,3757,Peking University,Physics,Peking University,114250.62,CN,education,8054405,Physics
z4sutqos,Min Ye,Travel Patterns in China,cc-by,2011-02-02,PLoS One,2162.418,225,5483,Peking University,Chemistry,Peking University,114250.62,CN,education,8054405,Physics
rnvh9ut8,Olena Sivak,Discovery and Development of Toll-Like Receptor 4 (TLR4) Antagonists: A New Paradigm for Treating Sepsis and Other Diseases,no-cc,2008-05-21,Pharm Res,1322.35,46,756,Vancouver Prostate Centre,Medicine,Vancouver Prostate Centre,26176.002,CA,,143271,Biology
rnvh9ut8,Kishor M Wasan,Discovery and Development of Toll-Like Receptor 4 (TLR4) Antagonists: A New Paradigm for Treating Sepsis and Other Diseases,no-cc,2008-05-21,Pharm Res,3581.5024,240,5431,Vancouver Prostate Centre,Biology,Vancouver Prostate Centre,26176.002,CA,,143271,Biology
5blxgsfi,Liam Reilly,Temporal trends in the discovery of human viruses,cc-by,2008-05-27,Proc Biol Sci,549.78723,4,162,Institute of Tropical Medicine Antwerp,Genetics,Institute of Tropical Medicine Antwerp,45978.54,BE,nonprofit,500907,Medicine
feh9iswj,Sunita S Balla-Jhagjhoorsingh,"Characterization of Neutralizing Profiles in HIV-1 Infected Patients from whom the HJ16, HGN194 and HK20 mAbs were Obtained",cc-by,2011-10-10,PLoS One,1693.9662,16,800,Institute of Tropical Medicine Antwerp,Genetics,Institute of Tropical Medicine Antwerp,45978.54,BE,nonprofit,500907,Medicine
5blxgsfi,Margo Chase-Topping,Temporal trends in the discovery of human viruses,cc-by,2008-05-27,Proc Biol Sci,3404.09,86,3279,Roslin Institute,Medicine,Roslin Institute,33018.9,GB,facility,492019,Biology
yp7zhgj9,Saskia de Groot,Investigating selection on viruses: a statistical alignment approach,cc-by,2008-07-10,BMC Bioinformatics,636.682,20,197,Erasmus University Rotterdam,Medicine,Erasmus University Rotterdam,178165.7,NL,education,7567104,Medicine
bujydnde,Rogier Q Hintzen,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,5621.465,200,8874,Erasmus University Rotterdam,Medicine,Erasmus University Rotterdam,178165.7,NL,education,7567104,Medicine
yp7zhgj9,Thomas Mailund,Investigating selection on viruses: a statistical alignment approach,cc-by,2008-07-10,BMC Bioinformatics,3019.863,130,4788,Aarhus University,Computer science,Aarhus University,101717.79,DK,education,5885200,Biology
4z38v9rg,Julian W Tang,Seasonality of Influenza A(H3N2) Virus: A Hong Kong Perspective (1997–2006),cc-by,2008-07-23,PLoS One,3124.1653,256,7638,University of Leicester,Medicine,University of Leicester,81873.68,GB,education,3827065,Biology
cpu38ryy,Robert J Parker,Malignant mesothelioma,cc-by,2008-12-19,Orphanet J Rare Dis,1649.101,243,2698,University of Leicester,Environmental science,University of Leicester,81873.68,GB,education,3827065,Biology
7gmtp6km,Lucy A Perrone,H5N1 and 1918 Pandemic Influenza Virus Infection Results in Early and Excessive Infiltration of Macrophages and Neutrophils in the Lungs of Mice,cc0,2008-08-01,PLoS Pathog,1836.7069,13,1881,TRIA Bioscience,Genetics,TRIA Bioscience,2991.4143,US,company,2085,Biology
es5t9kvt,Carolin Kosiol,Patterns of Positive Selection in Six Mammalian Genomes,cc-by,2008-08-01,PLoS Genet,3722.845,55,5163,University of St Andrews,Biology,University of St Andrews,83829.62,GB,education,2610998,Biology
stgri6y6,Janet Cox-Singh,Severe malaria - a case of fatal Plasmodium knowlesi infection with post-mortem findings: a case report,cc-by,2010-01-11,Malar J,2186.8198,48,2595,University of St Andrews,Medicine,University of St Andrews,83829.62,GB,education,2610998,Biology
2zhaknbi,Diane C Munday,Quantitative Proteomic Analysis of A549 Cells Infected with Human Respiratory Syncytial Virus,cc-by-nc,2010-07-20,Mol Cell Proteomics,1017.52313,12,529,University of St Andrews,Genetics,University of St Andrews,83829.62,GB,education,2610998,Biology
es5t9kvt,Tomáš Vinař,Patterns of Positive Selection in Six Mammalian Genomes,cc-by,2008-08-01,PLoS Genet,1868.8031,68,1346,Comenius University,Computer science,Comenius University,48712.46,SK,education,1153346,Biology
es5t9kvt,Rute R da Fonseca,Patterns of Positive Selection in Six Mammalian Genomes,cc-by,2008-08-01,PLoS Genet,3111.2058,74,4268,University of Copenhagen Faculty of Health Sciences,Biology,University of Copenhagen Faculty of Health Sciences,43425.453,DK,,442575,Medicine
es5t9kvt,Melissa J Hubisz,Patterns of Positive Selection in Six Mammalian Genomes,cc-by,2008-08-01,PLoS Genet,5805.648,49,14071,Cornell University,Biochemistry,Cornell University,204182.06,US,education,23054120,Biology
es5t9kvt,Rasmus Nielsen,Patterns of Positive Selection in Six Mammalian Genomes,cc-by,2008-08-01,PLoS Genet,9516.163,653,52167,University of Copenhagen,Biology,University of Copenhagen,120699.64,DK,education,9169356,Biology
wtvfow2f,Stefan E Seemann,Unifying evolutionary and thermodynamic information for RNA folding of multiple alignments,cc-by-nc,2008-10-04,Nucleic Acids Res,1366.6162,45,1033,University of Copenhagen,Genetics,University of Copenhagen,120699.64,DK,education,9169356,Biology
wtvfow2f,Jan Gorodkin,Unifying evolutionary and thermodynamic information for RNA folding of multiple alignments,cc-by-nc,2008-10-04,Nucleic Acids Res,3677.5786,153,6090,University of Copenhagen,Biology,University of Copenhagen,120699.64,DK,education,9169356,Biology
av0wlbua,A Mette Hoegh,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,948.96844,3,357,University of Copenhagen,Genetics,University of Copenhagen,120699.64,DK,education,9169356,Biology
p4exyu56,Lea Barfod,"Human pregnancy-associated malaria-specific B cells target polymorphic, conformational epitopes in VAR2CSA",cc-by,2007-01-16,Mol Microbiol,1671.4886,33,1141,University of Copenhagen,Medicine,University of Copenhagen,120699.64,DK,education,9169356,Biology
p4exyu56,Madeleine Dahlbäck,"Human pregnancy-associated malaria-specific B cells target polymorphic, conformational epitopes in VAR2CSA",cc-by,2007-01-16,Mol Microbiol,1476.9547,27,886,University of Copenhagen,Genetics,University of Copenhagen,120699.64,DK,education,9169356,Biology
85pu5mvm,Madeleine Dahlbäck,Differential Induction of Functional IgG Using the Plasmodium falciparum Placental Malaria Vaccine Candidate VAR2CSA,cc-by,2011-03-25,PLoS One,1476.9547,27,886,University of Copenhagen,Genetics,University of Copenhagen,120699.64,DK,education,9169356,Biology
p4exyu56,Louise Turner,"Human pregnancy-associated malaria-specific B cells target polymorphic, conformational epitopes in VAR2CSA",cc-by,2007-01-16,Mol Microbiol,1495.7302,67,1844,University of Copenhagen,Medicine,University of Copenhagen,120699.64,DK,education,9169356,Biology
p4exyu56,Lars Hviid,"Human pregnancy-associated malaria-specific B cells target polymorphic, conformational epitopes in VAR2CSA",cc-by,2007-01-16,Mol Microbiol,3451.8315,227,5508,University of Copenhagen,Medicine,University of Copenhagen,120699.64,DK,education,9169356,Biology
u3yvpcnr,Nadja Curth,"HIV-related restrictions on entry, residence and stay in the WHO European Region: a survey",cc-by,2010-01-15,J Int AIDS Soc,258.10904,5,24,University of Copenhagen,Medicine,University of Copenhagen,120699.64,DK,education,9169356,Biology
ueglfhux,Ramesh Ramakrishnan,Mathematical Analysis of Copy Number Variation in a DNA Sample Using Digital PCR on a Nanofluidic Device,cc-by,2008-08-06,PLoS One,1467.3424,29,1258,Fluidigm,Genetics,Fluidigm,11067.658,US,company,62026,Biology
ueglfhux,Ramesh Ramakrishnan,Mathematical Analysis of Copy Number Variation in a DNA Sample Using Digital PCR on a Nanofluidic Device,cc-by,2008-08-06,PLoS One,1467.3424,29,1258,Fluidigm,Genetics,Fluidigm,11067.658,US,company,62026,Biology
prsvv6l9,Ramesh Ramakrishnan,Studying copy number variations using a nanofluidic platform,cc-by-nc,2008-08-18,Nucleic Acids Res,1467.3424,29,1258,Fluidigm,Genetics,Fluidigm,11067.658,US,company,62026,Biology
prsvv6l9,Ramesh Ramakrishnan,Studying copy number variations using a nanofluidic platform,cc-by-nc,2008-08-18,Nucleic Acids Res,1467.3424,29,1258,Fluidigm,Genetics,Fluidigm,11067.658,US,company,62026,Biology
ue9azoyf,Marc Egrot,Alternative medicines for AIDS in resource-poor settings: Insights from exploratory anthropological studies in Asia and Africa,cc-by,2008-07-10,J Ethnobiol Ethnomed,741.3119,31,240,Population Environment Development Laboratory,Medicine,Population Environment Development Laboratory,4018.083,FR,facility,3686,Political science
ue9azoyf,Margaret Kyakuwa,Alternative medicines for AIDS in resource-poor settings: Insights from exploratory anthropological studies in Asia and Africa,cc-by,2008-07-10,J Ethnobiol Ethnomed,455.80704,6,76,Makerere University,Political science,Makerere University,38672.586,UG,education,751011,Biology
4kpkhz0o,Tommy Tsan-Yuk Lam,Evolutionary and Transmission Dynamics of Reassortant H5N1 Influenza Virus in Indonesia,cc-by,2008-08-22,PLoS Pathog,9342.939,105,20281,Shantou University,Biology,Shantou University,23283.91,CN,education,317180,Biology
4kpkhz0o,Chung-Chau Hon,Evolutionary and Transmission Dynamics of Reassortant H5N1 Influenza Virus in Indonesia,cc-by,2008-08-22,PLoS Pathog,2983.0093,95,3817,RIKEN Center for Integrative Medical Sciences,Biology,RIKEN Center for Integrative Medical Sciences,40985.56,JP,facility,336640,Biology
4kpkhz0o,Oliver G Pybus,Evolutionary and Transmission Dynamics of Reassortant H5N1 Influenza Virus in Indonesia,cc-by,2008-08-22,PLoS Pathog,8511.257,518,33549,Royal Veterinary College,Biology,Royal Veterinary College,39305.19,GB,education,651844,Medicine
xrsyj1tc,David Bishop-Bailey,Analysing the eosinophil cationic protein - a clue to the function of the eosinophil granulocyte,cc-by,2011-01-14,Respir Res,3057.453,95,5319,Royal Veterinary College,Biology,Royal Veterinary College,39305.19,GB,education,651844,Medicine
4kpkhz0o,Sergei L Kosakovsky Pond,Evolutionary and Transmission Dynamics of Reassortant H5N1 Influenza Virus in Indonesia,cc-by,2008-08-22,PLoS Pathog,7827.931,217,14933,Temple University,Biology,Temple University,73233.57,US,education,3382986,Biology
yxne28f0,Sergei L Kosakovsky Pond,Using HIV Networks to Inform Real Time Prevention Interventions,cc0,2014-06-05,PLoS One,7827.931,217,14933,Temple University,Biology,Temple University,73233.57,US,education,3382986,Biology
kswby0it,Xiao-zhong Xu,Analysis of synonymous codon usage and evolution of begomoviruses,green-oa,2008-08-29,Journal of Zhejiang University SCIENCE B,201.93327,1,34,Zhejiang University,Stop codon,Zhejiang University,102819.81,CN,education,9710740,Biology
vg57cnqw,Jian-Xiang Liu,Proteolytic processing of a precursor protein for a growth-promoting peptide by a subtilisin serine protease in Arabidopsis,cc-by,2008-08-01,Plant J,1721.0596,55,2545,Zhejiang University,Biology,Zhejiang University,102819.81,CN,education,9710740,Biology
mticfoic,Xiaoqing Jiang,"Pneumonia Incidence and Mortality in Mainland China: Systematic Review of Chinese and English Literature, 1985–2008",cc0,2010-07-23,PLoS One,1540.4175,233,1895,Zhejiang University,Physics,Zhejiang University,102819.81,CN,education,9710740,Biology
zpk3gjwo,Zhenghe Li,Translation Elongation Factor 1A Facilitates the Assembly of the Tombusvirus Replicase and Stimulates Minus-Strand Synthesis,cc-by,2010-11-04,PLoS Pathog,1379.6952,49,1299,Zhejiang University,Biology,Zhejiang University,102819.81,CN,education,9710740,Biology
zt6i3o86,Larry J Bischof,Activation of the Unfolded Protein Response Is Required for Defenses against Bacterial Pore-Forming Toxin In Vivo,cc-by,2008-10-10,PLoS Pathog,941.15094,10,489,Vanderbilt University,Genetics,Vanderbilt University,147959.11,US,education,11573747,Biology
boto4h8x,Andrea J Pruijssers,Bid Regulates the Pathogenesis of Neurotropic Reovirus,cc-by,2010-07-01,PLoS Pathog,3740.2268,39,6243,Vanderbilt University,Biology,Vanderbilt University,147959.11,US,education,11573747,Biology
rq08bhu9,David E Cliffel,Multifunctional nanoparticles as simulants for a gravimetric immunoassay,no-cc,2010-11-26,Anal Bioanal Chem,2845.2195,171,3954,Vanderbilt University,Chemistry,Vanderbilt University,147959.11,US,education,11573747,Biology
zt6i3o86,Ferdinand C O Los,Activation of the Unfolded Protein Response Is Required for Defenses against Bacterial Pore-Forming Toxin In Vivo,cc-by,2008-10-10,PLoS Pathog,1135.5159,11,636,Columbia University,Genetics,Columbia University,160774.55,US,education,22400822,Biology
av0wlbua,Thomas Briese,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,4359.102,216,11762,Columbia University,Biology,Columbia University,160774.55,US,education,22400822,Biology
b0tlco4t,Thomas Briese,"Etiology of Severe Childhood Pneumonia in The Gambia, West Africa, Determined by Conventional and Molecular Microbiological Analyses of Lung and Pleural Aspirate Samples",cc-by,2014-09-01,Clin Infect Dis,4359.102,216,11762,Columbia University,Biology,Columbia University,160774.55,US,education,22400822,Biology
av0wlbua,Joseph Villari,Global Distribution of Novel Rhinovirus Genotype,no-cc,2008-06-16,Emerg Infect Dis,670.7322,3,267,Columbia University,Psychology,Columbia University,160774.55,US,education,22400822,Biology
uvf5qzfd,Nan Wang,Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,cc-by-nc,2009-09-03,Nucleic Acids Res,2636.819,88,9412,Columbia University,Biology,Columbia University,160774.55,US,education,22400822,Biology
pdjsy9a0,Raul Rabadan,Network Analysis of Global Influenza Spread,cc-by,2010-11-18,PLoS Comput Biol,6259.312,404,17936,Columbia University,Biology,Columbia University,160774.55,US,education,22400822,Biology
9tivuyh5,Mady Hornig,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,4762.5044,138,7906,Columbia University,Medicine,Columbia University,160774.55,US,education,22400822,Biology
zt6i3o86,Raffi V Aroian,Activation of the Unfolded Protein Response Is Required for Defenses against Bacterial Pore-Forming Toxin In Vivo,cc-by,2008-10-10,PLoS Pathog,3326.1572,91,3487,UMass Memorial Medical Center,Biology,UMass Memorial Medical Center,6947.251,US,healthcare,11113,Medicine
104sqoxz,Paula Stockley,Composition and Function of Haemolymphatic Tissues in the European Common Shrew,cc-by,2008-10-15,PLoS One,2837.779,84,4273,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
104sqoxz,Jane L Hurst,Composition and Function of Haemolymphatic Tissues in the European Common Shrew,cc-by,2008-10-15,PLoS One,2611.1382,188,4303,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
2xvd5ogf,Richard J Jackson,Expression of the VP2 Protein of Murine Norovirus by a Translation Termination-Reinitiation Strategy,cc-by,2009-12-22,PLoS One,4672.738,486,21728,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
2xvd5ogf,Richard J Jackson,Expression of the VP2 Protein of Murine Norovirus by a Translation Termination-Reinitiation Strategy,cc-by,2009-12-22,PLoS One,4672.738,486,21728,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
ee7q7jhv,Richard J Jackson,Further Characterisation of the Translational Termination-Reinitiation Signal of the Influenza B Virus Segment 7 RNA,cc-by,2011-02-08,PLoS One,4672.738,486,21728,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
ee7q7jhv,Richard J Jackson,Further Characterisation of the Translational Termination-Reinitiation Signal of the Influenza B Virus Segment 7 RNA,cc-by,2011-02-08,PLoS One,4672.738,486,21728,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
2zhaknbi,Edward Emmott,Quantitative Proteomic Analysis of A549 Cells Infected with Human Respiratory Syncytial Virus,cc-by-nc,2010-07-20,Mol Cell Proteomics,1668.544,70,1448,University of Liverpool,Biology,University of Liverpool,108936.52,GB,education,7735943,Biology
104sqoxz,Anja Kipar,Composition and Function of Haemolymphatic Tissues in the European Common Shrew,cc-by,2008-10-15,PLoS One,3384.7356,266,4114,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
3bdey2mz,Anja Kipar,The Sigma Class Glutathione Transferase from the Liver Fluke Fasciola hepatica,cc-by,2012-05-29,PLoS Negl Trop Dis,3384.7356,266,4114,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
hx77tpbt,Nicola Imelli,Key Role of Splenic Myeloid DCs in the IFN-αβ Response to Adenoviruses In Vivo,cc-by,2008-11-14,PLoS Pathog,1087.6582,5,422,University of Zurich,Genetics,University of Zurich,126453.4,CH,education,9706278,Biology
hx77tpbt,Urs F Greber,Key Role of Splenic Myeloid DCs in the IFN-αβ Response to Adenoviruses In Vivo,cc-by,2008-11-14,PLoS Pathog,4290.5107,175,7114,University of Zurich,Biology,University of Zurich,126453.4,CH,education,9706278,Biology
zlygzsm1,Urs F Greber,Niclosamide Is a Proton Carrier and Targets Acidic Endosomes with Broad Antiviral Effects,cc-by,2012-10-25,PLoS Pathog,4290.5107,175,7114,University of Zurich,Biology,University of Zurich,126453.4,CH,education,9706278,Biology
a3tammig,Valentino Cattori,Exposure of cats to low doses of FeLV: seroconversion as the sole parameter of infection,no-cc,2009-10-28,Vet Res,2501.363,54,1786,University of Zurich,Biology,University of Zurich,126453.4,CH,education,9706278,Biology
a3tammig,Barbara Riond,Exposure of cats to low doses of FeLV: seroconversion as the sole parameter of infection,no-cc,2009-10-28,Vet Res,1754.8131,106,1397,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
a3tammig,Regina Hofmann-Lehmann,Exposure of cats to low doses of FeLV: seroconversion as the sole parameter of infection,no-cc,2009-10-28,Vet Res,3866.658,346,6339,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
0bwxcij3,Philipp Dutkowski,Model of end stage liver disease (MELD) score greater than 23 predicts length of stay in the ICU but not mortality in liver transplant recipients,cc-by,2010-06-15,Crit Care,3002.6746,154,3626,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
0bwxcij3,Pierre-Alain Clavien,Model of end stage liver disease (MELD) score greater than 23 predicts length of stay in the ICU but not mortality in liver transplant recipients,cc-by,2010-06-15,Crit Care,11327.09,719,47593,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
wrru98zg,Margot Mütsch,"A cross-sectional survey to evaluate knowledge, attitudes and practices (KAP) regarding seasonal influenza vaccination among European travellers to resource-limited destinations",cc-by,2010-07-07,BMC Public Health,2174.058,53,1445,University of Zurich,Medicine,University of Zurich,126453.4,CH,education,9706278,Biology
pc4x5e24,Mathieu H M Noteborn,Stimulation of ribosomal frameshifting by antisense LNA,cc-by-nc,2010-08-06,Nucleic Acids Res,1044.7736,2,452,University of Zurich,Genetics,University of Zurich,126453.4,CH,education,9706278,Biology
h8upyzb1,Andrew I Webb,Prevention of Cytotoxic T Cell Escape Using a Heteroclitic Subdominant Viral T Cell Determinant,cc-by,2008-10-24,PLoS Pathog,2412.7998,139,4218,University of Melbourne,Biology,University of Melbourne,135404.36,AU,education,11539638,Biology
