cord_uid,display_name,title,license,publish_time,full,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field,issn,journal_display_name,journal_publisher,journal_relevance_score,journal_cited_count,main_research_field
5dk231qs,Ewan P Plant,Torsional restraint: a new twist on frameshifting pseudoknots,no-cc,2005-03-30,Nucleic Acids Research,1485.2542,43,988,Center for Biologics Evaluation and Research,Genetics,Center for Biologics Evaluation and Research,50243.164,US,facility,620778,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
5dk231qs,Jonathan D Dinman,Torsional restraint: a new twist on frameshifting pseudoknots,no-cc,2005-03-30,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
5dk231qs,Jonathan D Dinman,Torsional restraint: a new twist on frameshifting pseudoknots,no-cc,2005-03-30,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
5dk231qs,Jonathan D Dinman,Torsional restraint: a new twist on frameshifting pseudoknots,no-cc,2005-03-30,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
61qdmy15,Jonathan D Dinman,A molecular clamp ensures allosteric coordination of peptidyltransfer and ligand binding to the ribosomal A-site,cc-by-nc,2010-07-21,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
61qdmy15,Jonathan D Dinman,A molecular clamp ensures allosteric coordination of peptidyltransfer and ligand binding to the ribosomal A-site,cc-by-nc,2010-07-21,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
61qdmy15,Jonathan D Dinman,A molecular clamp ensures allosteric coordination of peptidyltransfer and ligand binding to the ribosomal A-site,cc-by-nc,2010-07-21,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
2g471tb4,Jonathan D Dinman,A flexible loop in yeast ribosomal protein L11 coordinates P-site tRNA binding,cc-by-nc,2010-08-12,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
2g471tb4,Jonathan D Dinman,A flexible loop in yeast ribosomal protein L11 coordinates P-site tRNA binding,cc-by-nc,2010-08-12,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
2g471tb4,Jonathan D Dinman,A flexible loop in yeast ribosomal protein L11 coordinates P-site tRNA binding,cc-by-nc,2010-08-12,Nucleic Acids Research,3082.5796,170,4136,"University of Maryland, College Park",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
61qdmy15,Arturas Meskauskas,A molecular clamp ensures allosteric coordination of peptidyltransfer and ligand binding to the ribosomal A-site,cc-by-nc,2010-07-21,Nucleic Acids Research,1942.8965,29,1080,"University of Maryland, College Park",Genetics,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
snqdma0s,Kathryn E Richmond,Correcting errors in synthetic DNA through consensus shuffling,no-cc,2005-03-30,Nucleic Acids Research,1251.539,14,938,University of Wisconsin–Madison,Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
snqdma0s,Michael R Sussman,Correcting errors in synthetic DNA through consensus shuffling,no-cc,2005-03-30,Nucleic Acids Research,5288.891,348,20405,University of Wisconsin–Madison,Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
snqdma0s,Peter J Belshaw,Correcting errors in synthetic DNA through consensus shuffling,no-cc,2005-03-30,Nucleic Acids Research,1824.1757,44,1972,University of Wisconsin–Madison,Chemistry,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
snqdma0s,James Kaysen,Correcting errors in synthetic DNA through consensus shuffling,no-cc,2005-03-30,Nucleic Acids Research,60.683758,3,2,Columbia University,Medicine,Columbia University,163684.1,US,education,22633713,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Esther Graudens,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1696.2211,11,1054,French National Centre for Scientific Research,Biology,French National Centre for Scientific Research,155743.83,FR,government,6516562,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Xavier Barlet,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1626.3447,17,1369,French National Centre for Scientific Research,Genetics,French National Centre for Scientific Research,155743.83,FR,government,6516562,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Virginie Boulanger,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1141.2313,15,694,Sorbonne University,Medicine,Sorbonne University,89602.55,FR,education,4523005,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Virginie Boulanger,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1141.2313,15,694,Sorbonne University,Medicine,Sorbonne University,69933.42,FR,education,4523005,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Patrick Zaborski,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1227.3785,13,735,Institut Jacques Monod,Biochemistry,Institut Jacques Monod,45717.45,FR,facility,332550,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Eric Eveno,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1902.3193,56,2016,Centre de Biophysique Moléculaire,Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Odilo Mueller,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,2438.8,13,2445,Agilent Technologies,Biochemistry,Agilent Technologies,24107.154,US,company,240983,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Andreas Schroeder,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,1776.9852,183,2457,Aston University,Computer science,Aston University,42080.547,GB,education,941962,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
1pq6dkl5,Charles Auffray,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Research,5394.587,490,16717,Institute for Systems Biology,Biology,Institute for Systems Biology,49519.324,US,nonprofit,1147577,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
754nln40,Katri Mäkeläinen,Factors affecting translation at the programmed −1 ribosomal frameshifting site of Cocksfoot mottle virus RNA in vivo,no-cc,2005-04-20,Nucleic Acids Research,851.99335,10,236,University of Helsinki,Genetics,University of Helsinki,133122.94,FI,education,10232265,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
754nln40,Kristiina Mäkinen,Factors affecting translation at the programmed −1 ribosomal frameshifting site of Cocksfoot mottle virus RNA in vivo,no-cc,2005-04-20,Nucleic Acids Research,2219.7031,103,1978,University of Helsinki,Biology,University of Helsinki,133122.94,FI,education,10232265,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cgl34ykt,Magdalena Alejska,A universal BMV-based RNA recombination system—how to search for general rules in RNA recombination,no-cc,2005-07-07,Nucleic Acids Research,798.2805,33,231,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cgl34ykt,Nelli Malinowska,A universal BMV-based RNA recombination system—how to search for general rules in RNA recombination,no-cc,2005-07-07,Nucleic Acids Research,409.8808,9,66,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cgl34ykt,Marek Figlerowicz,A universal BMV-based RNA recombination system—how to search for general rules in RNA recombination,no-cc,2005-07-07,Nucleic Acids Research,2516.594,247,2486,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,Elzbieta Kierzek,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,1826.109,74,1221,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,Karol Pasternak,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,613.253,10,185,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",Biology,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,Ryszard Kierzek,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,4000.932,198,5889,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",Chemistry,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cgl34ykt,Magdalena Figlerowicz,A universal BMV-based RNA recombination system—how to search for general rules in RNA recombination,no-cc,2005-07-07,Nucleic Acids Research,1497.0073,135,919,Poznan University of Medical Sciences,Medicine,Poznan University of Medical Sciences,37744.39,PL,education,480252,Medicine,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cgl34ykt,Anna Urbanowicz,A universal BMV-based RNA recombination system—how to search for general rules in RNA recombination,no-cc,2005-07-07,Nucleic Acids Research,1008.44214,69,604,RMIT University,Biology,RMIT University,47836.67,AU,education,1075145,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
noscodew,Patrick L Iversen,Cell-penetrating peptides as transporters for morpholino oligomers: effects of amino acid composition on intracellular delivery and cytotoxicity,cc-by-nc,2007-08-01,Nucleic Acids Research,3015.4265,283,5730,United States Army Medical Research Institute of Infectious Diseases,Biology,United States Army Medical Research Institute of Infectious Diseases,62486.953,US,facility,604081,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
noscodew,Patrick L Iversen,Cell-penetrating peptides as transporters for morpholino oligomers: effects of amino acid composition on intracellular delivery and cytotoxicity,cc-by-nc,2007-08-01,Nucleic Acids Research,3015.4265,283,5730,United States Army Medical Research Institute of Infectious Diseases,Biology,United States Army Medical Research Institute of Infectious Diseases,62486.953,US,facility,604081,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
5j496cx0,Patrick L Iversen,Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,cc-by-nc,2008-09-16,Nucleic Acids Research,3015.4265,283,5730,United States Army Medical Research Institute of Infectious Diseases,Biology,United States Army Medical Research Institute of Infectious Diseases,62486.953,US,facility,604081,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
5j496cx0,Patrick L Iversen,Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,cc-by-nc,2008-09-16,Nucleic Acids Research,3015.4265,283,5730,United States Army Medical Research Institute of Infectious Diseases,Biology,United States Army Medical Research Institute of Infectious Diseases,62486.953,US,facility,604081,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,Anna Ciesielska,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,1110.0885,23,678,Nencki Institute of Experimental Biology,Medicine,Nencki Institute of Experimental Biology,38554.188,PL,,271459,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,David H Mathews,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,3706.4265,373,11067,University of Rochester Medical Center,Biology,University of Rochester Medical Center,69244.95,US,healthcare,1911494,Medicine,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,Douglas H Turner,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,4761.389,507,17604,University of Rochester,Biology,University of Rochester,122788.08,US,education,9640438,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cl9gpt9w,Douglas H Turner,The influence of locked nucleic acid residues on the thermodynamic properties of 2′-O-methyl RNA/RNA heteroduplexes,no-cc,2005-09-09,Nucleic Acids Research,4761.389,507,17604,University of Rochester,Biology,University of Rochester,122788.08,US,education,9640438,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
t40ybhgb,Shea N Gardner,Draft versus finished sequence data for DNA and protein diagnostic signature development,no-cc,2005-10-20,Nucleic Acids Research,2170.1028,82,2586,Lawrence Livermore National Laboratory,Biology,Lawrence Livermore National Laboratory,173149.11,US,facility,4745980,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
t40ybhgb,Shea N Gardner,Draft versus finished sequence data for DNA and protein diagnostic signature development,no-cc,2005-10-20,Nucleic Acids Research,2170.1028,82,2586,Lawrence Livermore National Laboratory,Biology,Lawrence Livermore National Laboratory,173149.11,US,facility,4745980,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
7658dmvk,Shea N Gardner,Multiplex primer prediction software for divergent targets,cc-by-nc,2009-09-16,Nucleic Acids Research,2170.1028,82,2586,Lawrence Livermore National Laboratory,Biology,Lawrence Livermore National Laboratory,173149.11,US,facility,4745980,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
7658dmvk,Shea N Gardner,Multiplex primer prediction software for divergent targets,cc-by-nc,2009-09-16,Nucleic Acids Research,2170.1028,82,2586,Lawrence Livermore National Laboratory,Biology,Lawrence Livermore National Laboratory,173149.11,US,facility,4745980,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
t40ybhgb,Marisa W Lam,Draft versus finished sequence data for DNA and protein diagnostic signature development,no-cc,2005-10-20,Nucleic Acids Research,724.137,8,315,Lawrence Livermore National Laboratory,Genetics,Lawrence Livermore National Laboratory,173149.11,US,facility,4745980,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
7658dmvk,Bill W Colston,Multiplex primer prediction software for divergent targets,cc-by-nc,2009-09-16,Nucleic Acids Research,2883.4302,66,3713,Lawrence Livermore National Laboratory,Physics,Lawrence Livermore National Laboratory,173149.11,US,facility,4745980,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
m56agj4z,Timothy E Reddy,Positional clustering improves computational binding site detection and identifies novel cis-regulatory sites in mammalian GABA(A) receptor subunit genes,cc-by-nc,2007-01-03,Nucleic Acids Research,3630.0217,97,10450,Yale University,Biology,Yale University,221843.94,US,education,26739349,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
812uc4w7,Reginald M Gorczynski,Alternative splicing of CD200 is regulated by an exonic splicing enhancer and SF2/ASF,cc-by-nc,2010-06-17,Nucleic Acids Research,3419.654,406,4889,University of Toronto,Biology,University of Toronto,196969.58,CA,education,24651020,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
sbnnh2mm,V Lotteau,ViralORFeome: an integrated database to generate a versatile collection of viral ORFs,cc-by-nc,2009-12-08,Nucleic Acids Research,205.98175,2,24,Harvard University,Genetics,Harvard University,231899.52,US,education,38275850,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
8crvjzz4,René C L Olsthoorn,Functional analysis of the SRV-1 RNA frameshifting pseudoknot,cc-by-nc,2010-07-17,Nucleic Acids Research,1807.9537,80,1509,Leiden University,Genetics,Leiden University,112029.61,NL,education,6341407,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
8crvjzz4,René C L Olsthoorn,Functional analysis of the SRV-1 RNA frameshifting pseudoknot,cc-by-nc,2010-07-17,Nucleic Acids Research,1807.9537,80,1509,Leiden University,Genetics,Leiden University,112029.61,NL,education,6341407,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
pc4x5e24,René C L Olsthoorn,Stimulation of ribosomal frameshifting by antisense LNA,cc-by-nc,2010-08-06,Nucleic Acids Research,1807.9537,80,1509,Leiden University,Genetics,Leiden University,112029.61,NL,education,6341407,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
pc4x5e24,René C L Olsthoorn,Stimulation of ribosomal frameshifting by antisense LNA,cc-by-nc,2010-08-06,Nucleic Acids Research,1807.9537,80,1509,Leiden University,Genetics,Leiden University,112029.61,NL,education,6341407,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
8crvjzz4,Cornelis W A Pleij,Functional analysis of the SRV-1 RNA frameshifting pseudoknot,cc-by-nc,2010-07-17,Nucleic Acids Research,2818.9192,113,2949,Leiden University,Biology,Leiden University,112029.61,NL,education,6341407,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
xgwbl8em,Clark M Henderson,Antisense-induced ribosomal frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,1484.2812,41,1710,University of Washington,Biology,University of Washington,215723.05,US,education,38663346,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Beatrice Cobucci-Ponzano,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,2228.8328,71,1018,Institute of Biosciences and Bioresources,Biology,Institute of Biosciences and Bioresources,12289.781,IT,facility,40614,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Marco Moracci,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,2444.568,142,2566,Institute of Biosciences and Bioresources,Biology,Institute of Biosciences and Bioresources,12289.781,IT,facility,40614,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Fiorella Conte,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,481.451,9,113,Institute of Protein Biochemistry,Biochemistry,Institute of Protein Biochemistry,18559.691,IT,facility,102193,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Dario Benelli,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,914.633,27,395,Sapienza University of Rome,Biology,Sapienza University of Rome,220728.28,IT,education,11547572,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Paola Londei,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,2089.7417,106,1802,Sapienza University of Rome,Biology,Sapienza University of Rome,220728.28,IT,education,11547572,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Angela Flagiello,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,1096.8573,19,522,Ceinge Biotecnologie Avanzate,Biochemistry,Ceinge Biotecnologie Avanzate,31046.043,IT,company,89227,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Piero Pucci,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,3979.4133,499,7392,Ceinge Biotecnologie Avanzate,Biology,Ceinge Biotecnologie Avanzate,31046.043,IT,company,89227,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
69gftii4,Mosè Rossi,The gene of an archaeal α-l-fucosidase is expressed by translational frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Research,4264.963,526,8238,Marche Polytechnic University,Biology,Marche Polytechnic University,64886.812,IT,education,1178924,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
sbnnh2mm,G Achaz,ViralORFeome: an integrated database to generate a versatile collection of viral ORFs,cc-by-nc,2009-12-08,Nucleic Acids Research,80.23873,1,4,Kyoto University,Allele frequency,Kyoto University,137671.45,JP,education,15644897,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cxzlmfst,Anthony P Malanoski,Automated identification of multiple micro-organisms from resequencing DNA microarrays,cc-by-nc,2006-09-29,Nucleic Acids Research,2066.205,163,2009,United States Naval Research Laboratory,Chemistry,United States Naval Research Laboratory,122356.82,US,facility,3041502,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cxzlmfst,Baochuan Lin,Automated identification of multiple micro-organisms from resequencing DNA microarrays,cc-by-nc,2006-09-29,Nucleic Acids Research,1992.9937,95,2032,United States Naval Research Laboratory,Biology,United States Naval Research Laboratory,122356.82,US,facility,3041502,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cxzlmfst,Joel M Schnur,Automated identification of multiple micro-organisms from resequencing DNA microarrays,cc-by-nc,2006-09-29,Nucleic Acids Research,2321.2456,127,2864,United States Naval Research Laboratory,Chemistry,United States Naval Research Laboratory,122356.82,US,facility,3041502,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
cxzlmfst,David A Stenger,Automated identification of multiple micro-organisms from resequencing DNA microarrays,cc-by-nc,2006-09-29,Nucleic Acids Research,2549.3298,204,4752,United States Naval Research Laboratory,Biology,United States Naval Research Laboratory,122356.82,US,facility,3041502,Physics,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
br2p09pg,Nina E McCrate,Molecular dynamics simulations of human [Formula: see text]: the role of modified bases in mRNA recognition,cc-by-nc,2006-09-29,Nucleic Acids Research,299.50177,1,37,Truman State University,Genetic code,Truman State University,10700.281,US,education,45165,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
br2p09pg,Mychel E Varner,Molecular dynamics simulations of human [Formula: see text]: the role of modified bases in mRNA recognition,cc-by-nc,2006-09-29,Nucleic Acids Research,1349.9608,28,610,"University of California, Irvine",Chemistry,,,,,,,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
br2p09pg,Maria C Nagan,Molecular dynamics simulations of human [Formula: see text]: the role of modified bases in mRNA recognition,cc-by-nc,2006-09-29,Nucleic Acids Research,645.5104,15,233,Stony Brook University,Biology,Stony Brook University,186852.86,US,education,7751297,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
kt9pmfdr,Igor V Kutyavin,A novel endonuclease IV post-PCR genotyping system,cc-by-nc,2006-09-29,Nucleic Acids Research,1893.2512,39,1431,Our Lady of Perpetual Help,Chemistry,Our Lady of Perpetual Help,1214.0037,US,other,153,Medicine,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
kt9pmfdr,Alexei Vorobiev,A novel endonuclease IV post-PCR genotyping system,cc-by-nc,2006-09-29,Nucleic Acids Research,1466.6609,62,975,Uppsala University,Physics,Uppsala University,127587.9,SE,education,8794494,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
c8yzoen7,Christina Öhrmalm,"Hybridization properties of long nucleic acid probes for detection of variable target sequences, and development of a hybridization prediction algorithm",cc-by-nc,2010-09-22,Nucleic Acids Research,1187.2043,19,539,Uppsala University,Biology,Uppsala University,127587.9,SE,education,8794494,Biology,"['1362-4962', '1362-4954', '0305-1048']",Nucleic Acids Research,Oxford University Press,152342.0,4233848,Biology
